Time,pressure_30,pressure_70,pressure_60,pressure_40,pressure_80,pressure_140,pressure_120,pressure_115,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
52200,53.546348571777344,52.9466667175293,51.51465606689453,52.381385803222656,51.5825309753418,42.23881149291992,30.59010887145996,42.2544059753418,66.68363189697266,66.59076690673828,66.59400939941406,-0.6087614297866821,-0.7933533191680908
54000,53.59109115600586,52.92939758300781,52.49912643432617,52.01725387573242,51.86656951904297,42.57868194580078,30.5438175201416,42.529083251953125,67.7362060546875,67.04017639160156,66.95352172851562,-0.7071067690849304,-0.7071067690849304
55800,52.66871643066406,52.36077117919922,52.663570404052734,52.02949142456055,51.98731994628906,42.75214767456055,30.37838363647461,42.73332214355469,67.924072265625,66.89590454101562,67.14718627929688,-0.7933533191680908,-0.6087614297866821
57600,51.993980407714844,51.79185485839844,52.109764099121094,51.39041519165039,51.654747009277344,42.54574203491211,30.299734115600586,42.38919448852539,67.38592529296875,67.23694610595703,66.93295288085938,-0.8660253882408142,-0.5
59400,52.8780403137207,52.408756256103516,51.66193389892578,51.8704948425293,51.56368637084961,42.348876953125,30.254728317260742,42.33714294433594,66.88153076171875,66.5758056640625,66.73435974121094,-0.9238795042037964,-0.3826834261417389
61200,53.058616638183594,52.56937789916992,52.1820068359375,51.85710525512695,51.726139068603516,42.3217887878418,30.46907615661621,42.30192184448242,67.41835021972656,66.97391510009766,66.66162872314453,-0.9659258127212524,-0.258819043636322
63000,52.00391387939453,51.76585006713867,52.333927154541016,51.53705596923828,51.65387725830078,42.634857177734375,30.07005500793457,42.51161575317383,67.63065338134766,66.71086120605469,67.1144790649414,-0.9914448857307434,-0.13052618503570557
64800,51.19380187988281,51.10212326049805,51.43849563598633,50.81236267089844,51.04629898071289,41.910587310791016,29.708812713623047,41.793365478515625,66.71712493896484,66.64987182617188,66.52999877929688,-1.0,-1.8369701465288538e-16
66600,53.04524230957031,52.41229248046875,51.89887237548828,51.537025451660156,51.403663635253906,42.183143615722656,30.086759567260742,42.1235466003418,67.13380432128906,66.59080505371094,66.5658950805664,-0.9914448857307434,0.13052618503570557
68400,52.56516647338867,52.20830535888672,51.87914276123047,51.82733917236328,51.6005973815918,42.1661491394043,30.183908462524414,42.16693115234375,67.11343383789062,66.52999877929688,66.52999877929688,-0.9659258127212524,0.258819043636322
70200,52.784210205078125,52.3955078125,52.14532470703125,51.914215087890625,51.7584342956543,42.450950622558594,30.38125228881836,42.439239501953125,67.3831558227539,66.83869934082031,66.82645416259766,-0.9238795042037964,0.3826834261417389
72000,51.18247985839844,51.04121398925781,52.18402099609375,50.55577850341797,51.21220779418945,42.48352813720703,29.59893226623535,42.07771301269531,67.54305267333984,66.94610595703125,67.01236724853516,-0.8660253882408142,0.5
73800,50.829925537109375,50.45665740966797,50.35470962524414,49.93788146972656,49.88011169433594,40.664981842041016,28.497934341430664,40.629886627197266,66.52999877929688,66.52999877929688,66.5301284790039,-0.7933533191680908,0.6087614297866821
75600,53.5455436706543,52.93914794921875,51.372093200683594,52.380218505859375,51.50316619873047,42.17744064331055,30.575424194335938,42.19839859008789,66.52999877929688,66.52999877929688,66.5301284790039,-0.7071067690849304,0.7071067690849304
77400,52.68163299560547,52.34654235839844,52.41998291015625,51.66230010986328,51.726898193359375,42.523746490478516,30.353609085083008,42.440982818603516,67.66822814941406,66.9970703125,66.90624237060547,-0.6087614297866821,0.7933533191680908
79200,51.540775299072266,51.419593811035156,52.04216766357422,51.35900115966797,51.50906753540039,42.50630569458008,29.980361938476562,42.39474868774414,67.33911895751953,66.63024139404297,66.97935485839844,-0.5,0.8660253882408142
81000,45.55380630493164,45.308753967285156,45.24180221557617,44.96815490722656,44.93022918701172,35.73952865600586,23.56390953063965,35.716487884521484,66.52999877929688,66.52999877929688,66.53002166748047,-0.3826834261417389,0.9238795042037964
82800,36.82878494262695,35.17731857299805,34.72611618041992,32.881927490234375,32.62633514404297,23.167612075805664,11.086017608642578,23.01233673095703,66.52999877929688,66.52999877929688,66.53002166748047,-0.258819043636322,0.9659258127212524
84600,53.380252838134766,52.691368103027344,51.3383903503418,51.84099578857422,51.332542419433594,42.149349212646484,30.27317237854004,42.130584716796875,66.52999877929688,66.52999877929688,66.53002166748047,-0.13052618503570557,0.9914448857307434
86400,52.86751174926758,52.489463806152344,51.72026824951172,52.03929901123047,51.72124481201172,42.54924774169922,30.556377410888672,42.54255294799805,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
