Time,pressure_20,pressure_30,pressure_70,pressure_100,pressure_50,pressure_120,pressure_55,pressure_115,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
25200,65.427734375,53.734928131103516,53.06602478027344,52.173004150390625,52.207489013671875,30.547927856445312,42.866024017333984,42.85673904418945,68.15799713134766,67.09262084960938,67.39945220947266,0.9659258127212524,-0.258819043636322
27000,64.69989013671875,53.71553421020508,53.267555236816406,52.55406188964844,52.7814826965332,31.04608154296875,43.13873291015625,42.69987487792969,68.12425994873047,67.28927612304688,66.95248413085938,0.9238795042037964,-0.3826834261417389
28800,65.84288024902344,53.92823791503906,53.20806884765625,52.292083740234375,52.1842041015625,30.733427047729492,42.884220123291016,42.90560531616211,68.41764068603516,67.49046325683594,67.69068908691406,0.8660253882408142,-0.5
30600,63.36716842651367,53.163639068603516,52.80101776123047,52.13912582397461,52.14495849609375,30.62362289428711,42.742523193359375,42.645774841308594,68.19573211669922,67.18070220947266,67.02181243896484,0.7933533191680908,-0.6087614297866821
32400,67.40528869628906,54.49689865112305,53.76216125488281,52.61381149291992,53.000244140625,31.03605842590332,43.32926559448242,42.991573333740234,67.82093048095703,67.03345489501953,67.37574005126953,0.7071067690849304,-0.7071067690849304
34200,62.93136215209961,53.17548370361328,52.57515335083008,52.08470916748047,51.75071716308594,30.537687301635742,42.52250289916992,42.605159759521484,68.50961303710938,67.75621795654297,67.40664672851562,0.6087614297866821,-0.7933533191680908
36000,63.39562225341797,52.70960235595703,52.27975082397461,51.695823669433594,51.74925231933594,30.057966232299805,42.49997329711914,42.499969482421875,67.49822235107422,66.60295867919922,67.06519317626953,0.5,-0.8660253882408142
37800,67.39221954345703,54.20691680908203,53.42093276977539,52.18376922607422,52.488914489746094,30.720317840576172,42.70424270629883,42.281768798828125,67.45008087158203,66.83577728271484,66.59115600585938,0.3826834261417389,-0.9238795042037964
39600,65.35392761230469,53.738590240478516,53.090240478515625,52.181400299072266,52.298011779785156,30.590436935424805,42.85712814331055,42.76757049560547,68.1099624633789,67.0235595703125,67.19218444824219,0.258819043636322,-0.9659258127212524
41400,63.13401412963867,53.0112190246582,52.609352111816406,52.008148193359375,51.8953742980957,30.5554256439209,42.594295501708984,42.591094970703125,68.16593933105469,67.31828308105469,67.0827407836914,0.13052618503570557,-0.9914448857307434
43200,64.09013366699219,53.05413818359375,52.587432861328125,51.95822525024414,52.066890716552734,30.28845977783203,42.7711067199707,42.74898910522461,67.5888900756836,66.70304107666016,67.23750305175781,-3.2162452459154583e-16,-1.0
45000,65.64508819580078,53.52726745605469,52.856956481933594,51.946067810058594,51.81364059448242,30.56093406677246,42.35771560668945,42.29891586303711,67.71345520019531,67.20850372314453,66.72269439697266,-0.13052618503570557,-0.9914448857307434
46800,64.20820617675781,53.137733459472656,52.595054626464844,51.80810546875,51.861297607421875,30.077058792114258,42.567100524902344,42.56479263305664,67.83295440673828,66.60030364990234,67.14128112792969,-0.258819043636322,-0.9659258127212524
48600,65.09931945800781,53.252689361572266,52.57830810546875,51.66985321044922,51.525062561035156,30.27631187438965,42.10049819946289,42.0679817199707,67.652099609375,66.95169830322266,66.53361511230469,-0.3826834261417389,-0.9238795042037964
50400,65.08133697509766,53.22083282470703,52.507537841796875,51.538787841796875,51.5433349609375,30.0031681060791,42.15258026123047,42.12758255004883,67.59578704833984,66.56380462646484,66.6200942993164,-0.5,-0.8660253882408142
52200,66.21733093261719,53.80304718017578,53.06908416748047,51.9556999206543,52.24599075317383,30.371315002441406,42.53512954711914,42.17632293701172,67.57392883300781,66.52999877929688,66.52999877929688,-0.6087614297866821,-0.7933533191680908
54000,64.73048400878906,53.354393005371094,52.74614715576172,51.820045471191406,51.769195556640625,30.319307327270508,42.4101676940918,42.398948669433594,67.989990234375,66.91921997070312,66.90512084960938,-0.7071067690849304,-0.7071067690849304
55800,61.55801773071289,52.243934631347656,51.74333572387695,51.390777587890625,51.26636505126953,29.840721130371094,42.06632614135742,42.12123489379883,67.74288177490234,66.69125366210938,66.8515625,-0.7933533191680908,-0.6087614297866821
57600,66.06686401367188,53.62666320800781,52.97559356689453,51.940948486328125,52.270328521728516,30.432723999023438,42.58015060424805,42.18388366699219,67.19646453857422,66.53004455566406,66.5300521850586,-0.8660253882408142,-0.5
59400,64.5714111328125,53.36377716064453,52.84010696411133,52.07780838012695,52.20036315917969,30.559097290039062,42.715274810791016,42.55112075805664,67.81881713867188,66.96263122558594,66.92975616455078,-0.9238795042037964,-0.3826834261417389
61200,61.40262985229492,52.25933074951172,52.017547607421875,51.84009552001953,51.76701354980469,30.37428855895996,42.59761428833008,42.63284683227539,67.95219421386719,67.10346984863281,67.21014404296875,-0.9659258127212524,-0.258819043636322
63000,62.705177307128906,52.16099166870117,51.85894775390625,51.5023078918457,51.409175872802734,30.10334014892578,42.19765090942383,42.20648956298828,66.94002532958984,66.79308319091797,66.73210906982422,-0.9914448857307434,-0.13052618503570557
64800,65.89295959472656,53.45116424560547,52.79338836669922,51.7928581237793,52.00688934326172,30.3276424407959,42.412174224853516,42.169342041015625,67.13011932373047,66.58577728271484,66.53727722167969,-1.0,-1.8369701465288538e-16
66600,63.815616607666016,52.9370231628418,52.45218276977539,51.7591438293457,51.789459228515625,30.241880416870117,42.45632553100586,42.42582702636719,67.65531158447266,66.7888412475586,66.86954498291016,-0.9914448857307434,0.13052618503570557
68400,63.189697265625,52.735633850097656,52.3710823059082,51.83032989501953,51.86872482299805,30.379297256469727,42.480228424072266,42.371334075927734,67.54743194580078,66.88533020019531,66.73844146728516,-0.9659258127212524,0.258819043636322
70200,63.82564163208008,53.00400924682617,52.60816955566406,52.03018569946289,52.19966125488281,30.47749137878418,42.821590423583984,42.70395278930664,67.52101135253906,66.80602264404297,67.09852600097656,-0.9238795042037964,0.3826834261417389
72000,61.83042907714844,52.443763732910156,52.10145568847656,51.81754684448242,51.68208312988281,30.421241760253906,42.458953857421875,42.4658088684082,67.76388549804688,67.34236907958984,66.98526763916016,-0.8660253882408142,0.5
73800,61.60032653808594,51.891571044921875,51.71181106567383,51.447391510009766,51.474002838134766,29.946548461914062,42.323299407958984,42.37337875366211,67.02560424804688,66.52999877929688,66.98725891113281,-0.7933533191680908,0.6087614297866821
75600,66.81038665771484,53.954952239990234,53.29353332519531,52.174560546875,52.63890075683594,30.737821578979492,42.87323760986328,42.33469009399414,67.08151245117188,66.65249633789062,66.64341735839844,-0.7071067690849304,0.7071067690849304
77400,61.47519302368164,52.35356521606445,52.173439025878906,51.978294372558594,52.001461029052734,30.57939910888672,42.76631164550781,42.74029541015625,68.00389099121094,67.18206787109375,67.12995910644531,-0.6087614297866821,0.7933533191680908
79200,59.91575241088867,51.10400390625,51.140201568603516,51.28227615356445,51.165279388427734,29.93204116821289,42.16971969604492,42.57430648803711,67.1278305053711,67.00902557373047,67.29849243164062,-0.5,0.8660253882408142
81000,66.5279769897461,53.71399688720703,53.07583999633789,52.044654846191406,52.34009552001953,30.690919876098633,42.720394134521484,42.418731689453125,66.98499298095703,66.86097717285156,66.77247619628906,-0.3826834261417389,0.9238795042037964
82800,61.032981872558594,52.01447677612305,51.88873291015625,51.84172821044922,51.849998474121094,30.445127487182617,42.693275451660156,42.70033264160156,67.83287811279297,67.07217407226562,67.14608764648438,-0.258819043636322,0.9659258127212524
84600,60.31093978881836,51.22664260864258,51.19276428222656,51.20669937133789,51.080562591552734,29.86259651184082,41.965641021728516,42.20338821411133,66.88671112060547,66.98582458496094,66.86782836914062,-0.13052618503570557,0.9914448857307434
86400,63.92483139038086,52.636173248291016,52.2615966796875,51.745628356933594,51.708984375,30.367210388183594,42.46347427368164,42.46194076538086,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
