Time,pressure_20,pressure_30,pressure_110,pressure_70,pressure_60,pressure_90,pressure_100,pressure_40,pressure_50,pressure_80,pressure_150,pressure_140,pressure_170,pressure_130,pressure_160,pressure_120,pressure_55,pressure_75,pressure_115,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
45000,64.5305404663086,53.347816467285156,52.55210494995117,52.86301803588867,52.68218231201172,51.99501037597656,52.21324920654297,52.039649963378906,52.09309387207031,52.085052490234375,30.759185791015625,42.77605438232422,30.511951446533203,30.728130340576172,30.86086654663086,30.852685928344727,42.73457336425781,42.71049118041992,42.70476531982422,67.92216491699219,67.50779724121094,67.13521575927734,-0.13052618503570557,-0.9914448857307434
46800,62.68000793457031,52.78641891479492,51.995887756347656,52.47862243652344,52.6783561706543,51.885162353515625,52.01528549194336,51.9998779296875,52.073204040527344,52.045494079589844,30.681175231933594,42.986427307128906,30.311185836791992,30.320898056030273,30.37175941467285,30.372278213500977,42.87137222290039,42.87657928466797,42.8779296875,67.93257141113281,66.92268371582031,67.46755981445312,-0.258819043636322,-0.9659258127212524
48600,63.938880920410156,52.81795883178711,52.01666259765625,52.35047912597656,52.24993133544922,51.43387985229492,51.76560592651367,51.416419982910156,51.544593811035156,51.59506607055664,30.314485549926758,42.40058517456055,30.040950775146484,30.298431396484375,30.518796920776367,30.394197463989258,42.2408447265625,42.240848541259766,42.240848541259766,67.49100494384766,67.25629425048828,66.77449035644531,-0.3826834261417389,-0.9238795042037964
50400,65.42317962646484,53.25575637817383,51.989166259765625,52.53791046142578,52.19057846069336,51.33420944213867,51.59925842285156,51.52747344970703,51.61281967163086,51.52262878417969,30.19257164001465,42.38599395751953,29.774263381958008,29.87978172302246,29.999675750732422,30.020082473754883,42.26264190673828,42.256771087646484,42.25524139404297,67.42951965332031,66.57215881347656,66.81233215332031,-0.5,-0.8660253882408142
52200,66.31768035888672,53.85146713256836,52.778167724609375,53.134544372558594,52.29656219482422,51.89273452758789,52.02481460571289,52.36729431152344,52.358699798583984,51.86890411376953,30.444782257080078,42.21140670776367,29.960735321044922,30.011770248413086,30.0091495513916,30.444395065307617,42.62484359741211,42.263336181640625,42.212520599365234,67.51858520507812,66.53007507324219,66.56873321533203,-0.6087614297866821,-0.7933533191680908
54000,64.36540222167969,53.35162353515625,52.34736633300781,52.821266174316406,52.778953552246094,51.896522521972656,52.03475570678711,52.05342102050781,52.069332122802734,51.95092010498047,30.568572998046875,42.55145263671875,30.273366928100586,30.394756317138672,30.460830688476562,30.524534225463867,42.62734603881836,42.539772033691406,42.523738861083984,68.01985931396484,67.04035949707031,66.91376495361328,-0.7071067690849304,-0.7071067690849304
55800,60.81901168823242,51.8090705871582,51.46356201171875,51.654136657714844,52.58521270751953,51.44078063964844,51.601104736328125,51.34251403808594,51.49673080444336,51.696983337402344,30.326547622680664,42.73084259033203,30.103017807006836,30.1340274810791,30.320621490478516,30.115800857543945,42.35420608520508,42.47956085205078,42.50852966308594,67.91957092285156,66.92450714111328,67.22225952148438,-0.7933533191680908,-0.6087614297866821
57600,64.00991821289062,52.232513427734375,51.193180084228516,51.65898132324219,51.53662872314453,50.391448974609375,51.036827087402344,50.25050735473633,50.6159553527832,50.8286247253418,29.6931095123291,42.0477409362793,29.139020919799805,29.420318603515625,29.842884063720703,29.493927001953125,41.407596588134766,41.52327346801758,41.55147933959961,66.77935028076172,66.57744598388672,66.53153228759766,-0.8660253882408142,-0.5
59400,67.74684143066406,53.91986846923828,53.061824798583984,53.134613037109375,51.371185302734375,51.570335388183594,51.8408203125,52.28541946411133,52.275611877441406,51.42705154418945,30.179365158081055,42.16404342651367,29.922250747680664,29.988197326660156,29.983566284179688,30.52389144897461,42.55274963378906,42.20976257324219,42.16411209106445,66.53002166748047,66.53011322021484,66.52999877929688,-0.9238795042037964,-0.3826834261417389
61200,66.71703338623047,54.15315246582031,53.201297760009766,53.46645736694336,52.44849395751953,52.23634719848633,52.367713928222656,52.746490478515625,52.72908020019531,52.174076080322266,30.7661075592041,42.48662185668945,30.28474235534668,30.358362197875977,30.352922439575195,30.839935302734375,42.969539642333984,42.55858612060547,42.4948616027832,67.6612548828125,66.89398956298828,66.80928039550781,-0.9659258127212524,-0.258819043636322
63000,61.08787536621094,52.12055587768555,51.81814956665039,51.950111389160156,52.95282745361328,51.81028747558594,51.926612854003906,51.723243713378906,51.83604431152344,52.02806091308594,30.641433715820312,42.91947937011719,30.458541870117188,30.49965476989746,30.669519424438477,30.479076385498047,42.69012451171875,42.75289535522461,42.767704010009766,68.28866577148438,67.2929916381836,67.35002136230469,-0.9914448857307434,-0.13052618503570557
64800,60.384517669677734,51.319305419921875,51.20146942138672,51.26123046875,51.75892639160156,51.14291763305664,51.263954162597656,51.03718948364258,51.16522216796875,51.34656524658203,30.011207580566406,42.42322540283203,29.93431854248047,29.96280860900879,30.168432235717773,29.881864547729492,42.038673400878906,42.19261932373047,42.22734832763672,67.05120086669922,66.82211303710938,66.88414764404297,-1.0,-1.8369701465288538e-16
66600,67.9043960571289,54.236778259277344,53.21900177001953,53.4205322265625,51.899627685546875,51.87737274169922,52.104400634765625,52.49944305419922,52.49057388305664,51.79520034790039,30.45609474182129,42.26324462890625,30.044452667236328,30.144479751586914,30.14401626586914,30.672191619873047,42.700050354003906,42.315093994140625,42.26340866088867,67.0902328491211,66.69712829589844,66.59872436523438,-0.9914448857307434,0.13052618503570557
68400,62.09713363647461,52.64631652832031,51.803314208984375,52.213966369628906,52.673614501953125,51.634647369384766,51.80401611328125,51.7130012512207,51.7999153137207,51.81232452392578,30.46428108215332,42.667205810546875,30.211891174316406,30.297029495239258,30.42816162109375,30.327529907226562,42.555973052978516,42.55620574951172,42.556270599365234,67.95535278320312,67.01468658447266,67.0751724243164,-0.9659258127212524,0.258819043636322
70200,63.1703987121582,52.449161529541016,51.8131103515625,52.073307037353516,51.925479888916016,51.417930603027344,51.58677673339844,51.48310470581055,51.539642333984375,51.52162551879883,30.19805145263672,42.365562438964844,30.012773513793945,30.11605453491211,30.206689834594727,30.1988582611084,42.28477478027344,42.28330993652344,42.28291702270508,67.16541290283203,66.8058090209961,66.74958801269531,-0.9238795042037964,0.3826834261417389
72000,66.5137710571289,53.59345626831055,52.34613037109375,52.799171447753906,52.02656173706055,51.446990966796875,51.693084716796875,51.760711669921875,51.798057556152344,51.52683639526367,30.19753646850586,42.331947326660156,29.84703826904297,29.94965934753418,30.018503189086914,30.165376663208008,42.337100982666016,42.27943801879883,42.26676940917969,67.25595092773438,66.5843505859375,66.72477722167969,-0.8660253882408142,0.5
73800,64.37733459472656,53.15217971801758,52.25181579589844,52.61709976196289,52.39381408691406,51.71403503417969,51.832088470458984,51.90486145019531,51.906578063964844,51.726966857910156,30.333072662353516,42.20327377319336,30.004899978637695,30.1676025390625,30.21137237548828,30.352262496948242,42.37981414794922,42.20877456665039,42.190521240234375,67.6330337524414,66.7890625,66.53497314453125,-0.7933533191680908,0.6087614297866821
75600,64.94701385498047,53.65586471557617,52.963565826416016,53.19277572631836,52.50659942626953,52.397518157958984,52.42546844482422,52.87266159057617,52.82868957519531,52.32825469970703,30.880308151245117,42.66200256347656,30.387800216674805,30.38202476501465,30.289688110351562,30.824047088623047,43.19559097290039,42.78133773803711,42.70701217651367,67.72520446777344,66.71133422851562,67.03114318847656,-0.7071067690849304,0.7071067690849304
77400,61.28702163696289,52.285438537597656,52.07421112060547,52.14298629760742,52.958702087402344,52.02504348754883,52.098594665527344,51.95537567138672,52.01117706298828,52.142826080322266,30.762117385864258,42.907752990722656,30.667694091796875,30.75385284423828,30.90609359741211,30.738344192504883,42.8387565612793,42.84318923950195,42.84432601928711,68.27578735351562,67.60137176513672,67.2826156616211,-0.6087614297866821,0.7933533191680908
79200,60.72782897949219,51.65119171142578,51.526161193847656,51.59111022949219,51.90624237060547,51.54569625854492,51.590354919433594,51.557437896728516,51.633705139160156,51.688472747802734,30.34572982788086,42.93175506591797,30.239397048950195,30.217132568359375,30.254249572753906,30.189847946166992,42.557899475097656,42.747215270996094,42.788169860839844,67.1756362915039,66.82699584960938,67.47603607177734,-0.5,0.8660253882408142
81000,66.25334930419922,53.47975158691406,53.035770416259766,52.94312286376953,51.384056091308594,51.77356719970703,51.991844177246094,52.30084228515625,52.282501220703125,51.56548309326172,30.360517501831055,42.271270751953125,30.151290893554688,30.358076095581055,30.35888671875,30.79830551147461,42.654579162597656,42.32925033569336,42.278465270996094,66.54265594482422,66.93453979492188,66.58513641357422,-0.3826834261417389,0.9238795042037964
82800,64.65633392333984,53.451759338378906,52.780799865722656,53.00996398925781,52.44939422607422,52.25012969970703,52.31840515136719,52.58557891845703,52.576290130615234,52.22882080078125,30.834026336669922,42.78667068481445,30.48656463623047,30.488239288330078,30.469057083129883,30.7885799407959,43.066009521484375,42.826622009277344,42.79024887084961,67.67569732666016,66.9681625366211,67.1665267944336,-0.258819043636322,0.9659258127212524
84600,61.317787170410156,52.284645080566406,52.12040328979492,52.17348098754883,52.808998107910156,52.082759857177734,52.133567810058594,52.02373123168945,52.060001373291016,52.16790771484375,30.794408798217773,42.92229080200195,30.712703704833984,30.79279327392578,30.908458709716797,30.78441047668457,42.883750915527344,42.88395309448242,42.88400650024414,68.1086196899414,67.5791015625,67.29280853271484,-0.13052618503570557,0.9914448857307434
86400,64.04530334472656,52.72360610961914,52.215721130371094,52.349056243896484,51.706974029541016,51.64702606201172,51.801429748535156,51.81089782714844,51.82942581176758,51.66426086425781,30.374412536621094,42.54505920410156,30.24582290649414,30.315773010253906,30.35373878479004,30.43506622314453,42.53922653198242,42.51582336425781,42.5105094909668,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
