Time,pressure_20,pressure_30,pressure_110,pressure_70,pressure_60,pressure_90,pressure_100,pressure_40,pressure_50,pressure_80,pressure_150,pressure_140,pressure_170,pressure_130,pressure_160,pressure_120,pressure_55,pressure_75,pressure_115,tank_volume_65,tank_volume_165,tank_volume_265
18000,62.0765266418457,51.994606018066406,51.588924407958984,51.764686584472656,51.71996307373047,51.33264923095703,51.46947479248047,51.342952728271484,51.393096923828125,51.40489959716797,30.08487319946289,42.234352111816406,29.954971313476562,30.054319381713867,30.139060974121094,30.103748321533203,42.17059326171875,42.170074462890625,42.1699333190918,66.96038818359375,66.764892578125,66.61540222167969
19800,60.16838455200195,50.82501220703125,48.26984786987305,49.523929595947266,51.396080017089844,48.086551666259766,48.26597213745117,48.42868423461914,48.4871826171875,48.44275665283203,26.828176498413086,38.80131530761719,26.227760314941406,26.377700805664062,26.54134750366211,26.502256393432617,38.85041809082031,38.74393081665039,38.7215576171875,66.80216979980469,66.53001403808594,66.53010559082031
21600,73.11064910888672,56.434356689453125,54.841094970703125,55.08963394165039,52.305633544921875,52.52278137207031,52.83185577392578,53.78308868408203,53.72371292114258,52.24686050415039,30.89571189880371,42.27287673950195,30.071008682250977,30.184112548828125,30.141332626342773,31.301958084106445,43.34525680541992,42.45722198486328,42.31105422973633,67.4380874633789,66.61783599853516,66.55361938476562
23400,61.10410690307617,52.21233367919922,51.783321380615234,51.96375274658203,53.38079833984375,51.769832611083984,51.9133186340332,51.667911529541016,51.79645538330078,52.024147033691406,30.618358612060547,42.8613395690918,30.388729095458984,30.45549774169922,30.665626525878906,30.439355850219727,42.63883590698242,42.68536376953125,42.69659423828125,68.75499725341797,67.31997680664062,67.2699966430664
25200,62.922088623046875,52.628570556640625,52.51181411743164,52.29119110107422,52.03989028930664,51.80870056152344,51.849098205566406,52.128150939941406,52.13115692138672,51.766326904296875,30.280092239379883,42.52295684814453,30.33098602294922,30.35396385192871,30.209741592407227,30.41541290283203,42.74705123901367,42.5491943359375,42.51314163208008,67.27083587646484,66.70281982421875,66.93939971923828
27000,59.862548828125,50.72090530395508,50.27234649658203,50.49907684326172,51.44709396362305,49.864707946777344,50.439979553222656,49.443023681640625,49.91713333129883,50.4776725769043,29.240541458129883,42.07878112792969,28.914806365966797,29.084814071655273,29.81711196899414,28.9376277923584,40.796730041503906,41.2642707824707,41.371116638183594,66.80480194091797,66.70449829101562,66.68012237548828
28800,69.62117767333984,54.237770080566406,52.72174835205078,53.12864303588867,51.33441162109375,51.08540725708008,51.50282287597656,51.60334396362305,51.64363479614258,51.12120819091797,29.88042640686035,41.973026275634766,29.50140380859375,29.694683074951172,29.78593635559082,30.063974380493164,42.02018356323242,41.91676712036133,41.895042419433594,66.52999877929688,66.52999877929688,66.53010559082031
30600,61.10036087036133,51.833099365234375,50.679656982421875,51.248817443847656,52.03753662109375,50.59556198120117,50.67890167236328,50.75016403198242,50.77619552612305,50.74941635131836,29.294878005981445,41.388145446777344,29.02522087097168,29.09302520751953,29.166011810302734,29.150341033935547,41.410343170166016,41.36233139038086,41.352256774902344,67.34687042236328,66.52999877929688,66.53010559082031
32400,70.29468536376953,54.84241485595703,53.48920440673828,53.741546630859375,51.629093170166016,51.63198471069336,52.00908660888672,52.42959976196289,52.42958068847656,51.585628509521484,30.294179916381836,42.21989059448242,29.908994674682617,30.039669036865234,30.046104431152344,30.61870765686035,42.57526397705078,42.238277435302734,42.202884674072266,66.79671478271484,66.60337829589844,66.5855941772461
34200,62.430824279785156,51.989105224609375,52.60023498535156,51.93212890625,52.516231536865234,51.21611022949219,51.428443908691406,51.671409606933594,51.96002960205078,51.43958282470703,30.0881404876709,42.413002014160156,29.81548309326172,29.914085388183594,30.201522827148438,30.444538116455078,42.37821578979492,42.15846633911133,42.1234130859375,67.8602523803711,66.888427734375,66.86711883544922
36000,35.76090621948242,24.318553924560547,23.25075340270996,23.718690872192383,23.554800033569336,22.705650329589844,22.889976501464844,22.884933471679688,22.920591354370117,22.792095184326172,1.4423828125,13.53377914428711,1.146514892578125,1.2532119750976562,1.335052490234375,1.3818798065185547,13.528274536132812,13.486676216125488,13.477377891540527,66.52999877929688,66.52999877929688,66.53003692626953
37800,66.33265686035156,52.85962677001953,51.101585388183594,51.81550216674805,51.291961669921875,50.05910873413086,50.385860443115234,50.390647888183594,50.448570251464844,50.189659118652344,28.847084045410156,40.880855560302734,28.365135192871094,28.54962730407715,28.681636810302734,28.789798736572266,40.876705169677734,40.8031120300293,40.786739349365234,66.52999877929688,66.52999877929688,66.53003692626953
39600,69.5805435180664,54.73609161376953,53.703067779541016,53.77021026611328,51.54772186279297,51.86309814453125,52.14137268066406,52.820335388183594,52.78764343261719,51.62168884277344,30.356359481811523,42.18647384643555,29.969545364379883,30.03936767578125,30.013214111328125,30.806808471679688,42.83811950683594,42.2880744934082,42.201045989990234,66.68150329589844,66.52999877929688,66.53003692626953
41400,62.506141662597656,52.38353729248047,52.241668701171875,52.035057067871094,52.67918014526367,51.9981689453125,51.91407775878906,52.26408004760742,52.163700103759766,51.94342041015625,30.522666931152344,42.59663772583008,30.31588363647461,30.405303955078125,30.436389923095703,30.614582061767578,42.871463775634766,42.6307487487793,42.59603500366211,67.9896240234375,67.06055450439453,66.9618911743164
43200,61.2139892578125,51.44886779785156,51.38768768310547,51.30949020385742,51.3938102722168,51.10747146606445,51.165061950683594,51.249916076660156,51.226783752441406,51.13847732543945,29.821073532104492,42.15830612182617,29.71991539001465,29.789125442504883,29.783777236938477,29.932287216186523,42.02586364746094,42.03660202026367,42.04056930541992,66.66131591796875,66.53010559082031,66.62137603759766
45000,62.432193756103516,51.62425231933594,47.747493743896484,49.80712127685547,51.630523681640625,47.26769256591797,47.62833786010742,47.74214553833008,47.84206008911133,47.71037292480469,26.07621192932129,37.912593841552734,25.116634368896484,25.373943328857422,25.634923934936523,25.60466766357422,37.948692321777344,37.80289077758789,37.77136993408203,67.01152801513672,66.53010559082031,66.52999877929688
46800,72.18013763427734,55.68164825439453,54.328556060791016,54.43260955810547,51.60561752319336,51.969261169433594,52.341041564941406,53.17405319213867,53.13928985595703,51.684471130371094,30.44159507751465,42.1928596496582,29.95736312866211,30.049476623535156,30.023426055908203,31.004961013793945,42.98036193847656,42.30842590332031,42.20501708984375,66.71302795410156,66.53010559082031,66.52999877929688
48600,60.98682403564453,52.03110122680664,51.71436309814453,51.842506408691406,52.8547248840332,51.710205078125,51.772850036621094,51.67475891113281,51.72941589355469,51.854644775390625,30.437774658203125,42.61418914794922,30.316020965576172,30.366981506347656,30.47199249267578,30.365875244140625,42.55006790161133,42.55242919921875,42.55304718017578,68.18757629394531,67.10777282714844,66.99757385253906
50400,60.22895431518555,51.14889907836914,50.94207000732422,51.07244110107422,51.66520690917969,50.86141586303711,51.06566619873047,50.70949935913086,50.91751480102539,51.16630172729492,29.841753005981445,42.4749870300293,29.666019439697266,29.68549919128418,29.941118240356445,29.607690811157227,41.8122673034668,42.0866813659668,42.14826965332031,66.97110748291016,66.57449340820312,67.04254150390625
52200,63.893672943115234,52.47676086425781,51.249061584472656,51.86980438232422,51.84172058105469,50.76118469238281,51.08176040649414,50.89508819580078,51.05965805053711,51.05949401855469,29.734853744506836,42.04425811767578,29.27608871459961,29.388805389404297,29.56160545349121,29.496498107910156,41.79717254638672,41.80940246582031,41.81256866455078,67.08445739746094,66.5300521850586,66.53544616699219
54000,65.0194091796875,52.92787170410156,51.765037536621094,52.2293701171875,51.84178924560547,51.052978515625,51.272579193115234,51.278167724609375,51.31634521484375,51.13766860961914,29.799091339111328,41.88747787475586,29.481290817260742,29.604785919189453,29.691659927368164,29.768247604370117,41.885902404785156,41.83615493774414,41.82511901855469,67.07990264892578,66.5300521850586,66.52999877929688
55800,62.60417175292969,52.334251403808594,51.683876037597656,52.005271911621094,51.98772048950195,51.431915283203125,51.50299072265625,51.55179977416992,51.5575065612793,51.46391296386719,30.086400985717773,42.15022659301758,29.8846378326416,29.933008193969727,29.95730972290039,30.022396087646484,42.216487884521484,42.148338317871094,42.13751983642578,67.22837829589844,66.5300521850586,66.52999877929688
57600,62.194313049316406,52.05597686767578,51.371150970458984,51.76756286621094,51.891082763671875,51.075679779052734,51.348663330078125,51.03569793701172,51.195899963378906,51.307247161865234,30.004547119140625,42.23285675048828,29.69257926940918,29.821508407592773,30.017244338989258,29.857948303222656,41.992286682128906,42.01914596557617,42.02587890625,67.14412689208984,66.6407699584961,66.65752410888672
59400,60.19355010986328,49.77193832397461,49.178367614746094,49.43848419189453,49.347381591796875,48.8753547668457,48.97781753540039,48.975013732910156,48.994834899902344,48.923404693603516,27.579782485961914,39.715858459472656,27.41531753540039,27.474626541137695,27.520118713378906,27.54615020751953,39.712799072265625,39.689674377441406,39.684505462646484,66.52999877929688,66.5300521850586,66.53002166748047
61200,71.93043518066406,55.16964340209961,53.54610061645508,53.867374420166016,51.37339782714844,51.358036041259766,51.866477966308594,52.21669006347656,52.22709274291992,51.34177780151367,30.131698608398438,42.149349212646484,29.739742279052734,29.923683166503906,29.96211814880371,30.4915714263916,42.39067077636719,42.14497756958008,42.107215881347656,66.52999877929688,66.5300521850586,66.53002166748047
63000,57.248268127441406,49.63031768798828,50.745506286621094,50.07494354248047,52.206451416015625,50.51316833496094,50.559913635253906,50.18281173706055,50.572452545166016,50.97343444824219,29.549739837646484,42.1495246887207,29.817489624023438,29.940231323242188,29.944990158081055,29.814022064208984,41.782955169677734,41.86589813232422,41.87114334106445,67.6779556274414,66.71098327636719,66.64226531982422
64800,67.63001251220703,54.29266357421875,52.825443267822266,53.36149215698242,52.54096984863281,51.78315353393555,52.01704406738281,52.214420318603516,52.223758697509766,51.806644439697266,30.44489860534668,42.373416900634766,29.988975524902344,30.102346420288086,30.138315200805664,30.42829704284668,42.56031036376953,42.371490478515625,42.34346008300781,67.77021026611328,66.69265747070312,66.75465393066406
66600,59.815460205078125,50.83573913574219,51.35795211791992,51.2475700378418,52.75114059448242,51.26963424682617,51.2818717956543,51.33357238769531,51.38697052001953,51.418914794921875,30.009639739990234,42.4394645690918,30.210071563720703,30.257156372070312,30.306400299072266,30.130943298339844,42.278282165527344,42.417381286621094,42.40449142456055,68.15023803710938,67.00096130371094,66.85638427734375
68400,61.95086669921875,52.06623077392578,51.63057327270508,51.85932159423828,51.85961151123047,51.458160400390625,51.52885437011719,51.512123107910156,51.528167724609375,51.49740982055664,30.150482177734375,42.29655456542969,30.027721405029297,30.07192611694336,30.108999252319336,30.115236282348633,42.28993225097656,42.2757682800293,42.272525787353516,67.10115814208984,66.6861801147461,66.67972564697266
70200,62.16218948364258,52.077674865722656,51.668678283691406,51.84690856933594,51.72837448120117,51.46979522705078,51.5310173034668,51.5625,51.57353973388672,51.5007209777832,30.161087036132812,42.341827392578125,30.025611877441406,30.041095733642578,30.05613899230957,30.09797477722168,42.34159469604492,42.326229095458984,42.32282257080078,66.96776580810547,66.62208557128906,66.73284149169922
72000,62.22182846069336,52.13010025024414,51.76436996459961,51.903846740722656,51.80827713012695,51.50048065185547,51.584632873535156,51.524871826171875,51.53474426269531,51.51716232299805,30.180431365966797,42.212459564208984,30.0205020904541,30.16229248046875,30.221473693847656,30.228199005126953,42.246971130371094,42.20591354370117,42.19826126098633,67.04818725585938,66.82571411132812,66.56517791748047
73800,62.11566162109375,52.191429138183594,51.865196228027344,52.003204345703125,51.82532501220703,51.69660949707031,51.710994720458984,51.85132598876953,51.845584869384766,51.6940803527832,30.31707763671875,42.41738510131836,30.113014221191406,30.10357093811035,30.078739166259766,30.238937377929688,42.5461540222168,42.43814468383789,42.42081069946289,67.06156158447266,66.59427642822266,66.8013916015625
75600,62.47808837890625,52.436397552490234,52.194217681884766,52.25383758544922,52.04084777832031,51.911399841308594,51.96393966674805,51.9747200012207,51.97256851196289,51.89835739135742,30.544559478759766,42.47981262207031,30.36860466003418,30.52506446838379,30.546695709228516,30.625343322753906,42.625396728515625,42.49873733520508,42.48051071166992,67.27713775634766,67.130859375,66.79885864257812
77400,61.116493225097656,52.038475036621094,51.8465576171875,51.972503662109375,52.230690002441406,51.94566345214844,51.9452018737793,52.01150894165039,52.02140808105469,52.02085876464844,30.63408088684082,42.91908264160156,30.47868537902832,30.431365966796875,30.422710418701172,30.446247100830078,42.880489349365234,42.89723205566406,42.90095901489258,67.490966796875,66.9488754272461,67.35658264160156
79200,60.832157135009766,51.68820571899414,51.7254638671875,51.68891906738281,51.7120361328125,51.66334533691406,51.69425582885742,51.61915588378906,51.632598876953125,51.67245101928711,30.35260772705078,42.5004768371582,30.394365310668945,30.5463924407959,30.699283599853516,30.479297637939453,42.48335647583008,42.48493576049805,42.48533630371094,66.95603942871094,67.43226623535156,66.85430908203125
81000,60.4859504699707,51.379703521728516,51.30058670043945,51.346038818359375,51.48189926147461,51.33040237426758,51.345916748046875,51.346282958984375,51.38788986206055,51.425838470458984,30.0898494720459,42.68366241455078,30.033052444458008,29.974071502685547,29.978130340576172,29.962209701538086,42.34714126586914,42.539608001708984,42.57999801635742,66.73316192626953,66.53408813476562,67.22293090820312
82800,62.35485076904297,52.14630889892578,51.94647216796875,51.96355438232422,51.577781677246094,51.60332107543945,51.657039642333984,51.748573303222656,51.743350982666016,51.568843841552734,30.232864379882812,42.292335510253906,30.12335968017578,30.194744110107422,30.195846557617188,30.32828140258789,42.42755889892578,42.31260299682617,42.294734954833984,66.80355072021484,66.771240234375,66.64635467529297
84600,61.7320671081543,52.09048843383789,51.67694091796875,51.926029205322266,51.99912643432617,51.578617095947266,51.67356872558594,51.621498107910156,51.67527389526367,51.67533493041992,30.337522506713867,42.58414077758789,30.16964340209961,30.19234848022461,30.241703033447266,30.220247268676758,42.50041961669922,42.50668716430664,42.50828552246094,67.24526977539062,66.81587219238281,67.01371765136719
86400,64.33877563476562,52.95843505859375,52.555728912353516,52.58464050292969,51.73018264770508,51.83831024169922,51.96433639526367,52.18812942504883,52.18190002441406,51.76261901855469,30.468786239624023,42.555763244628906,30.343412399291992,30.3734130859375,30.369726181030273,30.63884162902832,42.7546272277832,42.580787658691406,42.55630111694336,66.93000030517578,66.93000030517578,66.93000030517578
